"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 01:05:25 GMT 2024","Tue Mar 26 01:05:25 GMT 2024","46","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerTest","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerTest","deveRetornarTodasAsAvaliacoesComSucesso","deveRetornarTodasAsAvaliacoesComSucesso()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","25","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest$registrarAvaliacao","deveRegistrarAvaliacaoComSucesso","deveRegistrarAvaliacaoComSucesso()",""
"passed","Tue Mar 26 01:05:18 GMT 2024","Tue Mar 26 01:05:18 GMT 2024","11","","Testes de Registro de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerTest$registrarRestaurante","devePermitirRegistrarRestaurante","devePermitirRegistrarRestaurante()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","3","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceTest$buscarRestaurante","devePermitirBuscarRestaurantesPorId","devePermitirBuscarRestaurantesPorId()",""
"passed","Tue Mar 26 01:05:26 GMT 2024","Tue Mar 26 01:05:26 GMT 2024","26","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerIntegrationTest.findById","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerIntegrationTest$findById","deveLancarExceptionAoNaoEncontrarReservar","deveLancarExceptionAoNaoEncontrarReservar()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","21","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceIntegrationTest","deveLancarExceptionAoBuscarReservaPeloIdNaoEncontrado","deveLancarExceptionAoBuscarReservaPeloIdNaoEncontrado()",""
"passed","Tue Mar 26 01:05:14 GMT 2024","Tue Mar 26 01:05:14 GMT 2024","24","","Testes de Exclusão de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceIntegrationTest$deletarRestaurante","deveLancarExcecaoAoDeletarRestauranteInexistente","deveLancarExcecaoAoDeletarRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","5","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","deveBuscarReservaPeloIdComSucesso","deveBuscarReservaPeloIdComSucesso()",""
"passed","Tue Mar 26 01:05:17 GMT 2024","Tue Mar 26 01:05:17 GMT 2024","6","","Testes de Registro de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceTest$registrarRestaurante","devePermitirRegistrarRestaurante","devePermitirRegistrarRestaurante()",""
"passed","Tue Mar 26 01:05:27 GMT 2024","Tue Mar 26 01:05:27 GMT 2024","3","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","deveRetornarUmaReservaComSucesso","deveRetornarUmaReservaComSucesso()",""
"passed","Tue Mar 26 01:05:17 GMT 2024","Tue Mar 26 01:05:17 GMT 2024","4","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceTest$buscarRestaurante","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","18","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest$registrarAvaliacao","deveLancarExceptionAoTentarRegistrarAvaliacaoComRestauranteNaoEncontrado","deveLancarExceptionAoTentarRegistrarAvaliacaoComRestauranteNaoEncontrado()",""
"passed","Tue Mar 26 01:05:14 GMT 2024","Tue Mar 26 01:05:14 GMT 2024","34","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.service.RestauranteServiceIntegrationTest$buscarRestaurante","devePermitirBuscarRestaurantePorTipoCozinha","devePermitirBuscarRestaurantePorTipoCozinha()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","5","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","","com.techchallenge.restaurant.api.findfood.service.ReservaServiceTest","deveReservarMesaComRestauranteComSucesso","deveReservarMesaComRestauranteComSucesso()",""
"passed","Tue Mar 26 01:05:25 GMT 2024","Tue Mar 26 01:05:25 GMT 2024","64","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest$registrarAvaliacao","deveRegistrarAvaliacaoComSucesso","deveRegistrarAvaliacaoComSucesso()",""
"passed","Tue Mar 26 01:05:16 GMT 2024","Tue Mar 26 01:05:16 GMT 2024","6","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceTest$registrarAvaliacao","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAbaixoDe0","deveLancarExceptionAoTentarRegistrarAvaliacaoComPontuacaoAbaixoDe0()",""
"passed","Tue Mar 26 01:05:15 GMT 2024","Tue Mar 26 01:05:15 GMT 2024","41","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest.findAll","","com.techchallenge.restaurant.api.findfood.service.AvaliacaoServiceIntegrationTest$findAll","deveRetornarTodasAsAvaliacoesComSucesso","deveRetornarTodasAsAvaliacoesComSucesso()",""
"passed","Tue Mar 26 01:05:27 GMT 2024","Tue Mar 26 01:05:27 GMT 2024","8","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerTest","deveExcluirUmaReservaComSucesso","deveExcluirUmaReservaComSucesso()",""
"passed","Tue Mar 26 01:05:18 GMT 2024","Tue Mar 26 01:05:18 GMT 2024","42","","Testes de Atualização de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerTest$atualizarRestaurante","devePermitirAtualizarRestaurantes","devePermitirAtualizarRestaurantes()",""
"passed","Tue Mar 26 01:05:25 GMT 2024","Tue Mar 26 01:05:26 GMT 2024","44","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest.registrarAvaliacao","","com.techchallenge.restaurant.api.findfood.controller.AvaliacaoControllerIntegrationTest$registrarAvaliacao","deveLancarExceptionQuandoTentarRegistrarAvaliacaoParaRestauranteInexistente","deveLancarExceptionQuandoTentarRegistrarAvaliacaoParaRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:24 GMT 2024","Tue Mar 26 01:05:24 GMT 2024","75","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerIntegrationTest$buscarRestaurante","deveLancarExcecaoAoBuscarNomeRestauranteInexistente","deveLancarExcecaoAoBuscarNomeRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:26 GMT 2024","Tue Mar 26 01:05:26 GMT 2024","51","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerIntegrationTest.reservarMesa","","com.techchallenge.restaurant.api.findfood.controller.ReservaControllerIntegrationTest$reservarMesa","deveLancarExceptionAoTentarReservarEmRestauranteInexistente","deveLancarExceptionAoTentarReservarEmRestauranteInexistente()",""
"passed","Tue Mar 26 01:05:24 GMT 2024","Tue Mar 26 01:05:24 GMT 2024","61","","Testes de Busca de Restaurante","","com.techchallenge.restaurant.api.findfood.controller.RestauranteControllerIntegrationTest$buscarRestaurante","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente","deveLancarExcecaoAoBuscarLocalizacaoRestauranteInexistente()",""
